# CeSAM : ASTROPHYSIC DATA CENTER IN MARSEILLE
# Head : C. Surace, Scientific head : V. Le Brun, Information system head : C. Moreau
# VVDS project 
# It these data have been of any use for your research, please include the following acknowledgment :
# This research uses data from the VIMOS VLT Deep Survey, obtained from the VVDS database operated by Cesam, Laboratoire d'Astrophysique de Marseille, France.
# and refer to the paper: 
# Le Fèvre et al., 2013, arXiv:1307.0545
# Search in All F02 field AND MagI between 17.5 and 24.75 AND Spectroscopic Redshift between 0.5 and 0.9 AND  Spectroscopic Redshift quality flag  in (2,3,4,9,22,23,24,29)
# NUM 	ID-IAU 	ALPHA 	DELTA 	Z 	ZFLAGS 	MAGI 	MAG_U_CFH12K 	MAGERR_AUTO_U 	MAG_B_CFH12K 	MAGERR_AUTO_B 	MAG_V_CFH12K 	MAGERR_AUTO_V 	MAG_R_CFH12K 	MAGERR_AUTO_R 	MAG_I_CFH12K 	MAGERR_AUTO_I 	MAG_U_CFHTLS 	MAGERR_AUTO_U 	MAG_G_CFHTLS 	MAGERR_AUTO_G 	MAG_R_CFHTLS 	MAGERR_AUTO_R 	MAG_I_CFHTLS 	MAGERR_AUTO_I 	MAG_Z_CFHTLS 	MAGERR_AUTO_Z 	MAG_AUTO_J_WIRDS 	MAGERR_AUTO_J_WIRDS 	MAG_AUTO_H_WIRDS 	MAGERR_AUTO_H_WIRDS 	MAG_AUTO_K_WIRDS 	MAGERR_AUTO_K_WIRDS 	AGE 	E(B-V) 	STELLAR_MASS 	SFR 	 	ZMETHOD 	EW_OII_3727 	D_EW_OII_3727 	EW_OIII_5007 	D_EW_OIII_5007 	EW_HALPHA 	D_EW_HALPHA 	EW_HBETA 	D_EW_HBETA 	 
020358910	VVDS-J022627.01-041232.1	36.6125607	-4.2089324	0.7776	2	22.5912	23.8545	0.1131	24.2571	0.0749	23.7319	0.052	23.6009	0.0629	22.5912	0.0496	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	160896000	0.500	9.78092	1.57815	4	V	-0.74	0.93	-1.13	10.08	0.00	-9.99	-15.18	5.89
020359208	VVDS-J022534.08-041228.8	36.3920154	-4.2080183	0.8796	4	23.8413	24.605	0.397	24.6142	0.0737	24.3778	0.0915	24.2284	0.072	23.8413	0.0955	24.540553	0.021100	24.336617	0.012500	24.220319	0.014800	23.653693	0.012000	23.486208	0.024600	23.392097	0.081800	23.785709	0.173000	23.010370	0.090800	127804000	0.200	8.86996	0.578858	-99.9	V	-110.25	5.20	-94.21	33.39	0.00	-9.99	-48.29	8.68
020359899	VVDS-J022744.02-041224.7	36.9334319	-4.2068872	0.7645	23	23.5753	25.2229	0.22	25.1724	0.1401	24.7977	0.1064	24.1531	0.0902	23.5753	0.092	24.948582	0.037200	24.536192	0.019300	24.116150	0.017500	23.353734	0.011800	23.164485	0.024200	-99.900000	-99.900000	-99.900000	-99.900000	-99.900000	-99.900000	127804000	0.400	9.23736	0.946250	-99.9	K	-46.16	5.62	-40.38	62.22	0.00	-9.99	-14.69	12.58
020359956	VVDS-J022728.62-041234.8	36.8692746	-4.2096864	0.6788	4	21.6665	23.5261	0.0601	23.2746	0.0466	22.8496	0.0318	22.1987	0.0268	21.6665	0.0256	23.310776	0.011800	22.845834	0.010000	22.246392	0.010000	21.641598	0.010000	21.507298	0.010000	-99.900000	-99.900000	-99.900000	-99.900000	-99.900000	-99.900000	160896000	0.400	9.90949	1.44128	3	K	-30.94	2.04	-14.28	7.74	0.00	-9.99	-6.62	1.82
020360122	VVDS-J022628.45-041222.9	36.6185491	-4.206365	0.7917	4	23.197	24.2632	0.1224	24.3153	0.0726	23.9672	0.0548	23.9177	0.0699	23.197	0.0683	24.452642	0.019400	24.107900	0.010000	23.786304	0.010000	23.149921	0.010000	22.978634	0.015400	23.082540	0.079800	22.927243	0.096200	22.937336	0.107600	180529000	0.200	9.03895	0.471344	4	K	-44.65	2.39	-39.55	9.26	0.00	-9.99	-15.47	6.09
020360154	VVDS-J022810.03-041224.2	37.0418258	-4.2067469	0.5268	3	22.1553	24.0215	0.0685	23.6395	0.0509	23.0562	0.0326	22.4424	0.0287	22.1553	0.0331	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	101518000	0.500	9.36243	1.45768	-99.9	V	-71.07	10.37	-12.38	4.25	0.00	-9.99	-16.50	3.26
020360194	VVDS-J022608.32-041224.4	36.5346909	-4.2067844	0.6291	4	23.2533	99.99	99.99	23.7089	0.0644	23.6308	0.0495	23.9745	0.0904	23.2533	0.0943	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	9999980	0.300	8.21544	1.22039	4	K	-50.85	7.32	-31.91	9.97	0.00	-9.99	-6.03	11.82
020360310	VVDS-J022528.78-041229.5	36.3699286	-4.2082149	0.6129	3	22.0876	24.4058	0.1505	23.9213	0.0562	23.5016	0.0641	22.8404	0.0348	22.0876	0.0331	24.191618	0.025500	23.530820	0.010000	22.778429	0.010000	22.181056	0.010000	21.949573	0.010000	21.319305	0.020200	20.800883	0.018100	20.462190	0.014300	227272000	0.500	9.72332	1.45087	-99.9	V	-28.27	2.21	-7.00	3.42	0.00	-9.99	-6.35	4.34
020360353	VVDS-J022621.68-041229.2	36.5903335	-4.2081383	0.6143	4	20.9944	22.9877	0.0572	22.6785	0.0376	22.1987	0.021	21.4855	0.0171	20.9944	0.018	22.976718	0.010000	22.332651	0.010000	21.575740	0.010000	21.034431	0.010000	20.856691	0.010000	20.433101	0.010000	20.094377	0.010500	19.777014	0.010000	286119000	0.300	10.1024	1.04441	3	K	-20.94	1.09	-4.64	2.20	0.00	-9.99	-4.75	2.65
020360653	VVDS-J022801.79-041218.5	37.007475	-4.2051582	0.8592	4	22.3736	23.3445	0.0518	23.6179	0.0502	23.2339	0.0362	22.9423	0.0394	22.3736	0.0386	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	160896000	0.300	9.67901	1.21080	-99.9	K	-55.34	8.70	-2.15	11.83	0.00	-9.99	-26.38	7.56
020360773	VVDS-J022529.13-041216.9	36.3713951	-4.2047221	0.8990	3	23.5614	99.99	99.99	25.2463	0.109	24.798	0.1234	24.6466	0.0991	23.5614	0.0754	25.358436	0.040000	24.854103	0.017900	24.385269	0.015400	23.638436	0.010500	23.246282	0.017800	22.855553	0.045100	22.385149	0.043300	22.055768	0.033700	180529000	0.400	9.50837	0.940770	-99.9	E	-16.69	2.69	0.00	-9.99	0.00	-9.99	-16.04	7.67
020360785	VVDS-J022802.84-041220.3	37.0118383	-4.205647	0.8384	22	22.1127	23.2369	0.0433	23.4021	0.0423	23.0467	0.0296	22.6673	0.0298	22.1127	0.0272	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	286119000	0.300	9.75083	1.41421	-99.9	V	-52.64	4.06	-18.09	9.33	0.00	-9.99	-53.81	13.38
020361032	VVDS-J022700.71-041218.8	36.7529914	-4.2052227	0.8486	3	22.3473	23.7758	0.0587	23.6804	0.0546	23.3305	0.0382	23.0655	0.0409	22.3473	0.0389	23.664788	0.010700	23.312213	0.010000	22.995908	0.010000	22.308830	0.010000	22.126843	0.010000	21.831388	0.025600	21.922634	0.039600	21.683551	0.034100	227272000	0.200	9.59874	0.808315	-99.9	E	-31.57	1.40	-4.34	3.65	0.00	-9.99	-3.60	5.86
020361107	VVDS-J022628.98-041219.9	36.6207894	-4.205552	0.7111	4	21.0412	22.8431	0.0406	22.6689	0.0319	22.2172	0.0217	21.609	0.0186	21.0412	0.018	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	160896000	0.500	10.2966	2.09387	3	K	-36.84	1.16	-9.33	4.78	0.00	-9.99	-6.53	2.76
020361264	VVDS-J022558.42-041232.3	36.4934206	-4.208973	0.6340	2	22.8334	-99.9	-99.9	25.4731	0.205	24.6235	0.1127	23.906	0.0757	22.8334	0.0609	25.755577	0.124000	25.019073	0.045400	24.086871	0.025700	22.939847	0.012200	22.309063	0.016700	21.274971	0.023200	20.916754	0.024300	20.350228	0.015300	5000000000	0.500	10.4850	0.401618	2	V	-4.18	4.56	-7.87	3.77	0.00	-9.99	-8.32	-2.00
020361306	VVDS-J022545.75-041214.6	36.4406563	-4.2040677	0.6606	3	23.8155	-99.9	-99.9	25.1797	0.1651	24.7033	0.1526	24.5863	0.1276	23.8155	0.1399	25.287947	0.047600	25.002835	0.027600	24.341839	0.020300	23.738046	0.015700	23.596615	0.033400	23.576358	0.104700	23.406111	0.135900	23.624264	0.167500	904792000	0.000	8.77383	-0.787217	-99.9	E	-46.54	6.51	-13.84	13.97	0.00	-9.99	-8.90	9.78
020361470	VVDS-J022717.46-041214.6	36.8227819	-4.2040784	0.6817	2	23.1614	24.0555	0.0716	24.137	0.0727	23.9445	0.0589	23.3974	0.0532	23.1614	0.0774	24.027041	0.017100	23.782792	0.010000	23.323737	0.010000	22.911648	0.010000	22.829887	0.017600	22.593027	0.116300	23.374726	0.288300	22.986009	0.193000	321031000	0.000	8.87995	-0.330786	4	V	-37.94	5.66	-6.39	28.53	0.00	-9.99	-3.77	6.83
020361795	VVDS-J022712.96-041209.7	36.8040157	-4.2027034	0.5533	4	23.554	24.8809	0.137	24.7647	0.1033	24.5461	0.0804	23.8534	0.0649	23.554	0.0881	24.797835	0.023300	24.467749	0.012000	23.796635	0.010000	23.431650	0.010000	23.385758	0.019900	24.207497	0.287800	24.821540	0.585500	26.259055	2.578700	718701000	0.000	8.63357	-0.653583	4	K	-55.54	3.29	-63.83	8.89	0.00	-9.99	-22.63	5.00
020361914	VVDS-J022733.39-041210.6	36.8891466	-4.202959	0.6970	2	23.1371	24.48	0.1153	24.3203	0.0854	23.9834	0.0594	23.5775	0.0634	23.1371	0.0666	24.410011	0.021900	24.093099	0.011700	23.573371	0.010000	22.991260	0.010000	22.884215	0.016700	-99.900000	-99.900000	-99.900000	-99.900000	-99.900000	-99.900000	286119000	0.300	9.29664	0.764435	4	K	-50.75	3.87	-7.84	7.69	0.00	-9.99	-5.41	6.80
020362177	VVDS-J022656.41-041214.5	36.7350427	-4.2040554	0.8401	4	21.466	24.1356	0.1143	24.0064	0.0716	23.0952	0.0363	22.518	0.0318	21.466	0.0239	24.005642	0.020000	23.276861	0.010000	22.508026	0.010000	21.551372	0.010000	21.149369	0.010000	20.478732	0.010000	20.275532	0.011400	19.771685	0.010000	321031000	0.400	10.5413	1.32897	2	K	-16.38	1.92	-18.38	3.09	0.00	-9.99	-7.35	5.62
020362403	VVDS-J022621.64-041204.7	36.5902027	-4.2013081	0.5410	3	24.0984	99.99	99.99	25.6033	0.1924	25.3759	0.1454	25.5968	0.257	24.0984	0.1387	25.551389	0.080200	25.026497	0.034400	25.113053	0.051600	24.226792	0.031700	24.038884	0.062600	22.899040	0.077100	22.371337	0.069200	22.016589	0.052200	50000000	0.500	8.27184	0.544030	-99.9	V	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9
020362438	VVDS-J022708.19-041206.8	36.7841612	-4.2018902	0.5323	2	22.3408	24.4724	0.1031	23.6601	0.0543	22.8806	0.0295	22.6201	0.0311	22.3408	0.0391	24.204594	0.017800	23.030240	0.010000	22.565355	0.010000	22.295790	0.010000	22.208413	0.010000	22.271571	0.045900	21.737723	0.034900	22.373744	0.067200	508801000	0.000	9.07498	-0.941614	3	V	-7.52	1.12	-2.69	3.51	0.00	-9.99	-5.27	2.70
020362623	VVDS-J022616.52-041206.1	36.5688704	-4.2017183	0.5591	3	22.2844	24.7405	0.1244	24.193	0.0803	23.5829	0.0427	22.845	0.0342	22.2844	0.0358	24.418312	0.021600	23.839538	0.010000	22.910249	0.010000	22.355809	0.010000	22.150080	0.010000	21.762467	0.021000	21.503286	0.024300	21.305384	0.021000	570884000	0.300	9.50951	0.454437	-99.9	E	-12.68	2.14	-3.16	4.23	0.00	-9.99	-7.54	1.61
020362659	VVDS-J022624.23-041203.3	36.6009736	-4.2009398	0.7127	2	23.6398	99.99	99.99	26.9249	0.9577	25.1816	0.1556	24.4369	0.1213	23.6398	0.1144	25.843177	0.064200	25.376812	0.029200	24.683849	0.021300	24.014196	0.016100	23.772328	0.030300	23.311479	0.077100	23.174866	0.093900	23.274679	0.115000	127804000	0.400	8.79687	0.505766	2	V	-16.99	8.05	-10.17	8.62	0.00	-9.99	-20.26	12.93
020362716	VVDS-J022703.63-041203.2	36.765134	-4.2009043	0.5186	3	23.1983	25.1858	0.1506	25.1562	0.1311	24.28	0.0681	23.5733	0.0549	23.1983	0.0697	25.323312	0.043200	24.524723	0.015600	23.594594	0.010000	23.098371	0.010000	22.822521	0.014600	22.571319	0.046100	22.355889	0.048300	21.787122	0.031300	2500000000	0.100	9.36801	-0.448124	3	K	-34.09	4.55	-5.52	-2.00	0.00	-9.99	-11.12	3.15
020362717	VVDS-J022723.16-041203.6	36.8465206	-4.2010217	0.8649	9	23.988	24.9316	0.1257	24.9991	0.1186	24.2897	0.0669	24.1075	0.0908	23.988	0.1194	24.665270	0.027300	24.380960	0.014900	23.796780	0.011600	23.725825	0.014900	23.593252	0.032400	24.139236	0.897000	-99.900000	-99.900000	-99.900000	-99.900000	9999980	0.500	8.81575	1.84193	-99.9	E	-36.61	5.58	0.00	-9.99	0.00	-9.99	-20.99	17.48
020362925	VVDS-J022645.79-041202.9	36.6908082	-4.2008111	0.7678	2	23.0812	24.0183	0.1007	24.3089	0.0785	23.8453	0.0571	23.7906	0.0746	23.0812	0.0757	24.245484	0.020500	23.992178	0.011700	23.649474	0.011300	23.147205	0.010000	22.955262	0.019900	22.960070	0.078300	22.675366	0.083100	22.373223	0.069200	9999980	0.400	8.66635	1.66660	-99.9	E	-80.82	6.23	-40.20	24.85	0.00	-9.99	-12.02	11.16
020363183	VVDS-J022617.80-041201.8	36.5742055	-4.2005178	0.6215	3	22.3934	99.99	99.99	25.9745	0.2688	24.4319	0.0732	23.4097	0.0482	22.3934	0.0374	27.334130	0.301800	24.998821	0.024600	23.593088	0.010000	22.556489	0.010000	22.159089	0.010000	21.375414	0.014000	20.823152	0.012300	20.439462	0.010000	1015190000	0.500	10.2436	0.513225	1	K	-2.75	1.69	-2.68	-2.00	0.00	-9.99	-1.39	2.69
020363207	VVDS-J022547.96-041159.4	36.449866	-4.1998504	0.8227	3	23.7382	-99.9	-99.9	24.8013	0.1071	24.4792	0.1031	24.4859	0.0905	23.7382	0.0962	24.903753	0.030300	24.619262	0.016100	24.391785	0.017400	23.836806	0.014400	23.602084	0.028700	24.057441	0.187000	24.184300	0.288900	23.331657	0.138100	9999980	0.400	8.45836	1.47990	4	K	-35.61	8.03	-179.07	27.04	0.00	-9.99	-9.07	10.26
020363290	VVDS-J022552.23-041203.9	36.4676328	-4.201094	0.8890	4	21.4269	-99.9	-99.9	23.3773	0.0531	22.8549	0.0427	22.4131	0.0271	21.4269	0.0216	23.447706	0.013300	23.007326	0.010000	22.463958	0.010000	21.494286	0.010000	21.065369	0.010000	20.477632	0.011000	20.164394	0.011600	19.894453	0.010000	286119000	0.300	10.2580	1.20124	-99.9	E	-11.57	0.64	0.00	-9.99	0.00	-9.99	-0.15	3.67
020363380	VVDS-J022641.65-041159.4	36.673552	-4.1998409	0.7086	24	23.4126	24.5797	0.1317	24.3827	0.0777	24.4702	0.0828	23.8336	0.0696	23.4126	0.0878	24.462207	0.021900	24.236674	0.012500	23.852504	0.011600	23.313108	0.010000	23.178482	0.020900	23.113953	0.080700	23.399524	0.136400	23.642631	0.194900	321031000	0.000	8.71465	-0.493356	-99.9	K	-40.70	5.27	-30.59	10.84	0.00	-9.99	-13.16	15.29
020363404	VVDS-J022622.99-041207.6	36.5958153	-4.2021305	0.7130	3	20.9606	24.4515	0.2145	24.1021	0.0887	22.9748	0.0396	21.962	0.0227	20.9606	0.0239	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	904792000	0.500	10.8130	1.25197	-99.9	E	-3.82	1.23	-3.91	4.24	0.00	-9.99	-9.52	3.62
020363587	VVDS-J022719.39-041155.8	36.830824	-4.1988431	0.6807	3	22.2851	99.99	99.99	26.2581	0.2896	24.7085	0.0957	23.572	0.0543	22.2851	0.0392	26.979500	0.196100	24.987183	0.022100	23.644956	0.010000	22.489988	0.010000	22.063441	0.010000	21.863801	0.051800	21.132709	0.037500	20.887099	0.028800	2600000000	0.000	10.0986	-1.89496	1	M	-2.77	1.53	-3.40	-2.00	0.00	-9.99	-1.30	-2.00
020363668	VVDS-J022626.60-041212.4	36.6108523	-4.2034462	0.7112	4	20.4218	23.7496	0.0684	23.3447	0.0468	22.3548	0.0238	21.4402	0.0171	20.4218	0.0126	23.710895	0.015900	22.714579	0.010000	21.620933	0.010000	20.557239	0.010000	20.141078	0.010000	19.552279	0.010000	19.052735	0.010000	18.623395	0.010000	1015190000	0.400	11.0008	1.27446	-99.9	E	-10.15	1.37	-29.11	2.20	0.00	-9.99	-1.10	2.25
020363741	VVDS-J022702.12-041156.5	36.758845	-4.1990479	0.5162	4	23.358	24.4527	0.1145	24.5304	0.0863	23.9565	0.0544	23.5989	0.0558	23.358	0.0791	24.506677	0.021300	24.157442	0.011200	23.489060	0.010000	23.210272	0.010000	23.202045	0.020700	23.292775	0.093800	22.904660	0.086300	22.971703	0.099000	508801000	0.100	8.69595	-0.256593	-99.9	E	-45.51	5.95	-76.23	7.13	0.00	-9.99	-21.63	4.55
020363801	VVDS-J022553.45-041156.9	36.4727422	-4.1991652	0.8862	3	22.5897	-99.9	-99.9	25.4765	0.1718	24.8319	0.1453	23.8862	0.061	22.5897	0.0415	25.578471	0.059800	25.019045	0.025300	24.000024	0.013300	22.910787	0.010000	22.276593	0.010000	21.633588	0.020100	21.070866	0.016600	20.817335	0.014000	3750000000	0.200	10.5139	0.158730	-99.9	E	-2.39	0.83	0.00	-9.99	0.00	-9.99	-0.53	1.61
020363815	VVDS-J022634.79-041159.8	36.6449736	-4.1999568	0.6308	4	21.5662	23.0344	0.0417	22.9366	0.0424	22.5742	0.0313	22.0132	0.0294	21.5662	0.0283	22.944313	0.010000	22.615386	0.010000	22.030895	0.010000	21.604931	0.010000	21.589193	0.010000	21.501188	0.024600	21.288115	0.029200	21.122862	0.026200	286119000	0.100	9.48416	0.426193	-99.9	E	-49.84	8.61	-23.53	6.00	0.00	-9.99	-8.45	3.43
020364164	VVDS-J022622.42-041154.5	36.5934482	-4.1984964	0.8257	3	22.9346	23.5945	0.0734	23.8512	0.067	23.6656	0.0496	23.3357	0.0484	22.9346	0.0705	23.570330	0.010600	23.486191	0.010000	23.263778	0.010000	22.683914	0.010000	22.523971	0.012700	22.647519	0.054100	22.507757	0.065100	22.336337	0.061500	160896000	0.200	9.13577	0.931920	4	V	-53.11	4.10	-43.30	5.76	0.00	-9.99	-8.85	-2.00
020364169	VVDS-J022639.33-041151.7	36.6639066	-4.1976954	0.7419	2	23.4596	99.99	99.99	26.226	0.2697	25.1987	0.134	24.193	0.0845	23.4596	0.0841	27.125802	0.263600	25.237431	0.032000	24.242702	0.017200	23.521810	0.012100	23.222753	0.022400	22.816022	0.052300	22.822438	0.073400	23.119776	0.103000	1015190000	0.000	9.18405	-3.00524	2	V	-8.07	2.84	-2.11	9.87	0.00	-9.99	-2.46	10.99
020364275	VVDS-J022702.52-041156.2	36.7605257	-4.1989453	0.5178	3	20.6555	25.362	0.1812	23.9516	0.0653	22.533	0.0246	21.3753	0.0156	20.6555	0.0134	25.064677	0.044000	22.994142	0.010000	21.539360	0.010000	20.711072	0.010000	20.394545	0.010000	19.905375	0.010000	19.589860	0.010000	19.385203	0.010000	3000000000	0.000	10.5278	-10.2467	-99.9	M	-1.77	1.74	-1.98	1.31	0.00	-9.99	-0.90	0.55
020364565	VVDS-J022650.54-041148.7	36.71061	-4.1968777	0.8849	3	23.8028	24.9009	0.1179	24.5894	0.09	25.3071	0.1706	24.3159	0.1048	23.8028	0.1392	24.661283	0.021700	24.417609	0.012600	24.121785	0.012700	23.343281	0.010000	23.102680	0.016600	22.721566	0.045800	22.634860	0.058300	22.956947	0.085100	321031000	0.100	9.16392	-0.0440900	4	K	-59.91	7.79	0.00	-9.99	0.00	-9.99	-21.60	10.92
020364614	VVDS-J022530.20-041150.0	36.3758566	-4.1972477	0.8246	3	22.7947	-99.9	-99.9	25.9533	0.2249	25.2903	0.227	23.9053	0.0665	22.7947	0.0493	25.545513	0.061700	24.838377	0.023000	24.038628	0.014600	22.968757	0.010000	22.589045	0.012700	22.025275	0.027200	21.858898	0.035600	21.540435	0.027200	4750000000	0.000	10.0972	-0.689132	-99.9	E	-22.08	2.35	-4.79	6.26	0.00	-9.99	-9.34	10.26
020364656	VVDS-J022617.49-041152.7	36.5728885	-4.1979933	0.6842	3	21.6977	24.0076	0.0921	23.6338	0.066	22.9585	0.0335	22.3267	0.0287	21.6977	0.0294	23.654435	0.015100	23.148949	0.010000	22.471735	0.010000	21.768650	0.010000	21.563858	0.010000	21.238297	0.018100	20.974940	0.020700	20.707855	0.017000	404154000	0.300	9.80078	1.03497	-99.9	E	-17.25	2.90	-0.72	6.38	0.00	-9.99	-7.62	1.76
020364669	VVDS-J022723.95-041146.8	36.8498284	-4.1963352	0.8867	9	23.8408	24.8429	0.1201	24.9376	0.1092	24.8302	0.0965	24.6091	0.1177	23.8408	0.0969	24.883688	0.025900	24.620043	0.014300	24.522219	0.017400	23.874805	0.013200	23.745460	0.028600	26.564884	12.109800	-99.900000	-99.900000	21.642175	0.102300	101518000	0.300	8.87853	0.901896	-99.9	E	-56.32	10.79	0.00	-9.99	0.00	-9.99	-4.63	22.93
020364679	VVDS-J022541.93-041149.3	36.4247277	-4.1970427	0.5935	3	22.8147	-99.9	-99.9	99.99	99.99	24.634	0.1159	23.8235	0.0586	22.8147	0.0467	27.093877	0.203400	25.365357	0.029800	23.973915	0.011000	22.966909	0.010000	22.599504	0.010400	22.150023	0.027700	21.773757	0.028200	21.526366	0.023800	1278050000	0.100	9.59030	-3.73881	-99.9	E	-5.38	1.95	-2.23	2.80	0.00	-9.99	-2.27	2.84
020364833	VVDS-J022707.06-041148.1	36.7794301	-4.1967104	0.7911	3	22.1885	99.99	99.99	26.597	0.4212	24.985	0.1203	23.5819	0.0567	22.1885	0.0338	26.481983	0.162400	25.227570	0.034900	23.711006	0.011500	22.413532	0.010000	21.854615	0.010000	21.240258	0.016900	20.825549	0.014800	20.533296	0.012200	2100000000	0.100	10.4292	-0.849114	-99.9	E	-4.48	1.47	-8.48	11.58	0.00	-9.99	-1.30	4.82
020364851	VVDS-J022618.82-041151.4	36.5784527	-4.1976311	0.8298	2	22.9662	25.8495	0.3602	99.99	99.99	24.9281	0.1135	24.07	0.0813	22.9662	0.0612	25.817953	0.070300	25.370032	0.032200	24.202474	0.015200	23.126430	0.010000	22.647567	0.011800	21.980645	0.023200	21.636206	0.023900	21.265833	0.018200	3750000000	0.300	10.3640	0.00877922	1	K	-1.24	1.91	-0.10	3.46	0.00	-9.99	-6.47	-2.00
020365022	VVDS-J022609.82-041147.1	36.5409497	-4.1964286	0.6933	2	23.4906	24.8529	0.2128	24.9052	0.1614	24.4094	0.098	23.7233	0.08	23.4906	0.1296	24.544971	0.028000	24.415230	0.017200	24.020069	0.016000	23.470649	0.013300	23.277834	0.027500	24.217440	0.244300	23.876369	0.258700	23.664573	0.222500	321031000	0.000	8.65568	-0.555057	4	V	-40.24	5.29	-27.54	11.66	0.00	-9.99	-6.91	8.44
020365078	VVDS-J022729.03-041148.5	36.8709743	-4.1968299	0.6794	3	22.8458	23.2406	0.0824	23.8168	0.066	23.4934	0.0508	23.48	0.0703	22.8458	0.0688	23.941464	0.018000	23.665348	0.010000	23.312289	0.010000	22.948502	0.010000	22.881941	0.021500	-99.900000	-99.900000	-99.900000	-99.900000	-99.900000	-99.900000	101518000	0.300	8.98556	1.01117	4	K	-42.32	6.38	-6.02	22.46	0.00	-9.99	-2.10	3.58
020365116	VVDS-J022552.17-041145.9	36.467381	-4.1961041	0.8592	23	23.0073	-99.9	-99.9	25.2047	0.1599	24.5492	0.1265	23.948	0.0687	23.0073	0.06	25.173771	0.034000	24.622045	0.014500	24.087924	0.011900	23.300987	0.010000	22.967693	0.014400	22.653588	0.043800	22.437666	0.048000	22.036835	0.035500	160896000	0.400	9.49647	1.02762	-99.9	E	-40.55	2.44	-100.21	20.97	0.00	-9.99	-24.94	6.38
020365218	VVDS-J022552.33-041146.3	36.4680754	-4.1962093	0.8377	4	22.3524	-99.9	-99.9	99.99	99.99	25.2913	0.2505	23.7002	0.0627	22.3524	0.0401	26.181671	0.120700	25.355245	0.039900	23.973024	0.015100	22.524587	0.010000	22.055793	0.010000	21.220788	0.015700	20.702866	0.014000	20.173135	0.010000	1015190000	0.500	10.6394	0.913145	-99.9	E	-57.97	4.92	-12.84	3.88	0.00	-9.99	-21.26	11.04
020365383	VVDS-J022637.31-041143.6	36.6554737	-4.1954614	0.8170	2	23.6048	25.3539	0.2001	25.3864	0.1614	25.6492	0.1974	24.463	0.1185	23.6048	0.0947	25.194584	0.037900	24.887433	0.020500	24.476807	0.019400	23.637792	0.012600	23.394286	0.023900	23.521427	0.098600	23.038875	0.089600	23.546336	0.150400	718701000	0.100	9.06588	-0.217317	-99.9	E	-24.81	6.50	-11.10	12.98	0.00	-9.99	-20.96	17.05
020365570	VVDS-J022700.97-041142.4	36.7540538	-4.1951194	0.6825	2	23.6202	99.99	99.99	25.6537	0.1949	25.1256	0.1329	24.2772	0.0957	23.6202	0.1034	26.106765	0.086300	25.157072	0.026200	24.327312	0.016200	23.551013	0.010900	23.250347	0.020200	22.813062	0.054700	22.487286	0.055300	22.007856	0.038500	286119000	0.400	9.40232	0.344349	3	V	-41.63	9.50	-22.76	23.89	0.00	-9.99	-15.76	8.19
020365662	VVDS-J022723.69-041142.8	36.8487434	-4.1952351	0.5874	3	22.0206	99.99	99.99	25.3393	0.1556	23.9264	0.0543	22.8552	0.0369	22.0206	0.0263	25.914100	0.083500	24.327898	0.013800	22.991612	0.010000	22.027026	0.010000	21.678500	0.010000	21.563549	0.067900	21.511606	0.169400	20.955061	0.053400	2100000000	0.000	9.94974	-1.32853	1	M	-3.56	2.17	-2.31	2.42	0.00	-9.99	-6.85	2.77
020365768	VVDS-J022624.28-041142.2	36.6011732	-4.1950819	0.5993	3	22.7586	24.0738	0.1227	24.3593	0.1345	23.9315	0.0629	23.0004	0.0425	22.7586	0.0571	24.277660	0.024400	23.651414	0.010000	22.995254	0.010000	22.616077	0.010000	22.571460	0.016000	22.324584	0.050600	21.946203	0.048400	21.843039	0.049700	160896000	0.300	9.08090	0.612050	-99.9	E	-29.12	8.32	-19.63	7.32	0.00	-9.99	-12.90	7.24
020366036	VVDS-J022542.30-041147.3	36.4262857	-4.1964754	0.5965	4	21.523	-99.9	-99.9	22.8064	0.0413	22.3504	0.0347	21.8239	0.0192	21.523	0.0249	22.812024	0.010000	22.483994	0.010000	21.887142	0.010000	21.525129	0.010000	21.483319	0.010000	21.449232	0.027600	21.010063	0.026500	20.993769	0.027300	286119000	0.100	9.49230	0.434338	-99.9	E	-27.66	4.49	-5.97	3.00	0.00	-9.99	-15.47	3.49
